ollama-1  | 2026-09-07T12:18:18.565176545Z Couldn't find '/root/.ollama/id_ed25519'. Generating new private key.
ollama-1  | 2026-09-07T12:18:18.566687753Z Your new public key is: 
ollama-1  | 2026-09-07T12:18:18.566701420Z 
ollama-1  | 2026-09-07T12:18:18.566703212Z ssh-ed25519 AAAAC3NzaC1lZDI1NTE5AAAAIMuIpvg9hx+bYvFJVHll2MlO4uRVIgLHS6BmV3U2EbEa
ollama-1  | 2026-09-07T12:18:18.566704170Z 
ollama-1  | 2026-09-07T12:18:18.574229712Z time=2026-09-07T12:18:18.572Z level=INFO source=routes.go:1961 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY: HTTP_PROXY: LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://0.0.0.0:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/root/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy: https_proxy: no_proxy:]"
ollama-1  | 2026-09-07T12:18:18.574245128Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:1963 msg="Ollama cloud disabled: false"
ollama-1  | 2026-09-07T12:18:18.574703087Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:883 msg="total blobs: 0"
ollama-1  | 2026-09-07T12:18:18.574706378Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:890 msg="total unused blobs removed: 0"
ollama-1  | 2026-09-07T12:18:18.574906045Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:2023 msg="Listening on [::]:11434 (version 0.31.1)"
ollama-1  | 2026-09-07T12:18:18.575975795Z time=2026-09-07T12:18:18.575Z level=INFO source=model_list_cache.go:111 msg="model list cache hydration complete" models=0 failures=0 elapsed=816.917µs
ollama-1  | 2026-09-07T12:18:18.590674378Z time=2026-09-07T12:18:18.590Z level=INFO source=runner.go:60 msg="discovering available GPUs..."
ollama-1  | 2026-09-07T12:18:18.751859087Z time=2026-09-07T12:18:18.751Z level=INFO source=types.go:50 msg="inference compute" id=cpu library=cpu compute="" name=cpu description=cpu libdirs=ollama driver="" pci_id="" type="" total="9.7 GiB" available="9.6 GiB"
ollama-1  | 2026-09-07T12:18:18.751879254Z time=2026-09-07T12:18:18.751Z level=INFO source=routes.go:2073 msg="vram-based default context" total_vram="0 B" default_num_ctx=4096
ollama-1  | 2026-09-07T12:18:19.053070420Z time=2026-09-07T12:18:19.053Z level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h19m29.85362233s consecutive_failures=0
ollama-1  | 2026-09-07T12:18:28.438398383Z [GIN] 2026/09/07 - 12:18:28 | 200 |     145.291µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:58:17.139370419Z [GIN] 2026/09/07 - 12:58:17 | 200 |     259.459µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:58:27.206695216Z [GIN] 2026/09/07 - 12:58:27 | 200 |     137.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:58:27.207502341Z [GIN] 2026/09/07 - 12:58:27 | 200 |       602.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:58:37.260391679Z [GIN] 2026/09/07 - 12:58:37 | 200 |      20.041µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:58:37.260811054Z [GIN] 2026/09/07 - 12:58:37 | 200 |         232µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:58:47.348637794Z [GIN] 2026/09/07 - 12:58:47 | 200 |     180.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:58:47.349615878Z [GIN] 2026/09/07 - 12:58:47 | 200 |       726.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:58:57.407049507Z [GIN] 2026/09/07 - 12:58:57 | 200 |      21.417µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:58:57.407394591Z [GIN] 2026/09/07 - 12:58:57 | 200 |     206.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:07.486547054Z [GIN] 2026/09/07 - 12:59:07 | 200 |      198.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:07.488184054Z [GIN] 2026/09/07 - 12:59:07 | 200 |    1.504834ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:17.539449878Z [GIN] 2026/09/07 - 12:59:17 | 200 |          33µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:17.540651878Z [GIN] 2026/09/07 - 12:59:17 | 200 |     980.041µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:27.603494466Z [GIN] 2026/09/07 - 12:59:27 | 200 |      24.792µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:27.604312091Z [GIN] 2026/09/07 - 12:59:27 | 200 |     357.541µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:37.681955804Z [GIN] 2026/09/07 - 12:59:37 | 200 |     140.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:37.682749471Z [GIN] 2026/09/07 - 12:59:37 | 200 |     680.958µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:47.754077253Z [GIN] 2026/09/07 - 12:59:47 | 200 |     163.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:47.754908586Z [GIN] 2026/09/07 - 12:59:47 | 200 |       645.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T12:59:57.849586133Z [GIN] 2026/09/07 - 12:59:57 | 200 |     153.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T12:59:57.850438799Z [GIN] 2026/09/07 - 12:59:57 | 200 |     773.958µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:07.907362179Z [GIN] 2026/09/07 - 13:00:07 | 200 |      31.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:07.907653887Z [GIN] 2026/09/07 - 13:00:07 | 200 |     164.917µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:17.969914545Z [GIN] 2026/09/07 - 13:00:17 | 200 |      96.084µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:17.970691253Z [GIN] 2026/09/07 - 13:00:17 | 200 |     695.166µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:28.032315716Z [GIN] 2026/09/07 - 13:00:28 | 200 |      30.292µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:28.032646591Z [GIN] 2026/09/07 - 13:00:28 | 200 |     238.042µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:38.083099762Z [GIN] 2026/09/07 - 13:00:38 | 200 |      40.625µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:38.083529679Z [GIN] 2026/09/07 - 13:00:38 | 200 |     256.167µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:48.165923461Z [GIN] 2026/09/07 - 13:00:48 | 200 |     144.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:48.166739836Z [GIN] 2026/09/07 - 13:00:48 | 200 |     643.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:00:58.250372424Z [GIN] 2026/09/07 - 13:00:58 | 200 |      86.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:00:58.251018466Z [GIN] 2026/09/07 - 13:00:58 | 200 |     488.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:08.300150388Z [GIN] 2026/09/07 - 13:01:08 | 200 |      78.958µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:08.300610471Z [GIN] 2026/09/07 - 13:01:08 | 200 |     320.458µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:18.355034670Z [GIN] 2026/09/07 - 13:01:18 | 200 |      22.292µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:18.355362920Z [GIN] 2026/09/07 - 13:01:18 | 200 |     194.584µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:28.419326341Z [GIN] 2026/09/07 - 13:01:28 | 200 |     108.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:28.420254341Z [GIN] 2026/09/07 - 13:01:28 | 200 |     572.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:38.476245513Z [GIN] 2026/09/07 - 13:01:38 | 200 |     796.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:38.479005929Z [GIN] 2026/09/07 - 13:01:38 | 200 |    1.744292ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:48.508041086Z [GIN] 2026/09/07 - 13:01:48 | 200 |         209µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:48.510206836Z [GIN] 2026/09/07 - 13:01:48 | 200 |    1.687583ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:01:58.633011508Z [GIN] 2026/09/07 - 13:01:58 | 200 |     349.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:01:58.636629049Z [GIN] 2026/09/07 - 13:01:58 | 200 |    2.270625ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:08.710318346Z [GIN] 2026/09/07 - 13:02:08 | 200 |     211.708µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:08.711152554Z [GIN] 2026/09/07 - 13:02:08 | 200 |     721.083µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:18.801565170Z [GIN] 2026/09/07 - 13:02:18 | 200 |      37.333µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:18.802050378Z [GIN] 2026/09/07 - 13:02:18 | 200 |     315.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:28.890039383Z [GIN] 2026/09/07 - 13:02:28 | 200 |         187µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:28.893699633Z [GIN] 2026/09/07 - 13:02:28 | 200 |    2.970875ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:38.971233346Z [GIN] 2026/09/07 - 13:02:38 | 200 |      181.25µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:38.972804721Z [GIN] 2026/09/07 - 13:02:38 | 200 |     830.542µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:49.073786503Z [GIN] 2026/09/07 - 13:02:49 | 200 |     224.584µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:49.075486170Z [GIN] 2026/09/07 - 13:02:49 | 200 |     815.209µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:02:59.123885425Z [GIN] 2026/09/07 - 13:02:59 | 200 |      83.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:02:59.124661008Z [GIN] 2026/09/07 - 13:02:59 | 200 |     536.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:09.165843846Z [GIN] 2026/09/07 - 13:03:09 | 200 |          37µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:09.166267304Z [GIN] 2026/09/07 - 13:03:09 | 200 |     315.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:19.228325212Z [GIN] 2026/09/07 - 13:03:19 | 200 |     214.709µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:19.229407253Z [GIN] 2026/09/07 - 13:03:19 | 200 |     823.416µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:29.270286966Z [GIN] 2026/09/07 - 13:03:29 | 200 |     141.792µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:29.271413383Z [GIN] 2026/09/07 - 13:03:29 | 200 |     358.583µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:39.380298888Z [GIN] 2026/09/07 - 13:03:39 | 200 |     256.125µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:39.384586346Z [GIN] 2026/09/07 - 13:03:39 | 200 |    1.744625ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:49.445127253Z [GIN] 2026/09/07 - 13:03:49 | 200 |     141.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:49.446489462Z [GIN] 2026/09/07 - 13:03:49 | 200 |       1.167ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:03:59.505178675Z [GIN] 2026/09/07 - 13:03:59 | 200 |     103.666µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:03:59.505869050Z [GIN] 2026/09/07 - 13:03:59 | 200 |     563.541µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:09.571895096Z [GIN] 2026/09/07 - 13:04:09 | 200 |     180.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:09.573217638Z [GIN] 2026/09/07 - 13:04:09 | 200 |    1.059209ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:19.628105628Z [GIN] 2026/09/07 - 13:04:19 | 200 |      108.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:19.629207670Z [GIN] 2026/09/07 - 13:04:19 | 200 |     539.041µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:29.717691842Z [GIN] 2026/09/07 - 13:04:29 | 200 |     243.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:29.719357550Z [GIN] 2026/09/07 - 13:04:29 | 200 |    1.392625ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:39.783807138Z [GIN] 2026/09/07 - 13:04:39 | 200 |     119.958µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:39.784581221Z [GIN] 2026/09/07 - 13:04:39 | 200 |     616.708µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:49.837100212Z [GIN] 2026/09/07 - 13:04:49 | 200 |      41.166µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:49.837936920Z [GIN] 2026/09/07 - 13:04:49 | 200 |     360.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:04:59.896441467Z [GIN] 2026/09/07 - 13:04:59 | 200 |     113.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:04:59.897204092Z [GIN] 2026/09/07 - 13:04:59 | 200 |     609.792µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:05:09.967276055Z [GIN] 2026/09/07 - 13:05:09 | 200 |     204.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:05:09.968405347Z [GIN] 2026/09/07 - 13:05:09 | 200 |     906.666µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:05:20.017986337Z [GIN] 2026/09/07 - 13:05:20 | 200 |      39.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:05:20.018918045Z [GIN] 2026/09/07 - 13:05:20 | 200 |         757µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:05:30.097042758Z [GIN] 2026/09/07 - 13:05:30 | 200 |     310.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:05:30.098378008Z [GIN] 2026/09/07 - 13:05:30 | 200 |         903µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:05:40.170964222Z [GIN] 2026/09/07 - 13:05:40 | 200 |        99.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:05:40.171674513Z [GIN] 2026/09/07 - 13:05:40 | 200 |     504.167µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:05:50.224038462Z [GIN] 2026/09/07 - 13:05:50 | 200 |      57.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:05:50.224663837Z [GIN] 2026/09/07 - 13:05:50 | 200 |     287.958µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:00.333320550Z [GIN] 2026/09/07 - 13:06:00 | 200 |     288.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:00.335397009Z [GIN] 2026/09/07 - 13:06:00 | 200 |    1.412416ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:10.376436638Z [GIN] 2026/09/07 - 13:06:10 | 200 |      27.875µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:10.376860722Z [GIN] 2026/09/07 - 13:06:10 | 200 |       307.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:20.436431587Z [GIN] 2026/09/07 - 13:06:20 | 200 |      102.75µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:20.437104212Z [GIN] 2026/09/07 - 13:06:20 | 200 |     495.083µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:30.474165884Z [GIN] 2026/09/07 - 13:06:30 | 200 |      84.125µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:30.474688550Z [GIN] 2026/09/07 - 13:06:30 | 200 |     336.333µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:40.520548555Z [GIN] 2026/09/07 - 13:06:40 | 200 |     166.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:40.521575638Z [GIN] 2026/09/07 - 13:06:40 | 200 |     750.708µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:06:50.581569462Z [GIN] 2026/09/07 - 13:06:50 | 200 |     121.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:06:50.582328254Z [GIN] 2026/09/07 - 13:06:50 | 200 |     594.417µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:00.630564050Z [GIN] 2026/09/07 - 13:07:00 | 200 |      53.125µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:00.631406259Z [GIN] 2026/09/07 - 13:07:00 | 200 |     370.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:10.700999597Z [GIN] 2026/09/07 - 13:07:10 | 200 |     180.041µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:10.702072264Z [GIN] 2026/09/07 - 13:07:10 | 200 |     769.833µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:20.760571837Z [GIN] 2026/09/07 - 13:07:20 | 200 |     136.958µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:20.761763796Z [GIN] 2026/09/07 - 13:07:20 | 200 |     957.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:30.848910259Z [GIN] 2026/09/07 - 13:07:30 | 200 |      86.292µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:30.849773925Z [GIN] 2026/09/07 - 13:07:30 | 200 |     504.292µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:40.930892472Z [GIN] 2026/09/07 - 13:07:40 | 200 |     149.875µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:40.931930764Z [GIN] 2026/09/07 - 13:07:40 | 200 |     682.709µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:07:50.992580629Z [GIN] 2026/09/07 - 13:07:50 | 200 |     104.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:07:50.993277254Z [GIN] 2026/09/07 - 13:07:50 | 200 |     380.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:01.071125176Z [GIN] 2026/09/07 - 13:08:01 | 200 |     244.875µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:01.072288134Z [GIN] 2026/09/07 - 13:08:01 | 200 |     987.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:11.126204972Z [GIN] 2026/09/07 - 13:08:11 | 200 |      38.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:11.126836389Z [GIN] 2026/09/07 - 13:08:11 | 200 |     442.375µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:21.185122921Z [GIN] 2026/09/07 - 13:08:21 | 200 |     190.458µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:21.186156713Z [GIN] 2026/09/07 - 13:08:21 | 200 |         822µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:31.227868801Z [GIN] 2026/09/07 - 13:08:31 | 200 |      27.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:31.228269801Z [GIN] 2026/09/07 - 13:08:31 | 200 |     251.458µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:41.294422972Z [GIN] 2026/09/07 - 13:08:41 | 200 |       215.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:41.295370097Z [GIN] 2026/09/07 - 13:08:41 | 200 |     762.083µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:08:51.339599546Z [GIN] 2026/09/07 - 13:08:51 | 200 |      33.416µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:08:51.340069963Z [GIN] 2026/09/07 - 13:08:51 | 200 |     234.291µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:01.393421342Z [GIN] 2026/09/07 - 13:09:01 | 200 |     170.875µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:01.394392842Z [GIN] 2026/09/07 - 13:09:01 | 200 |         802µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:11.463798541Z [GIN] 2026/09/07 - 13:09:11 | 200 |     167.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:11.465209375Z [GIN] 2026/09/07 - 13:09:11 | 200 |    1.122292ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:21.537591338Z [GIN] 2026/09/07 - 13:09:21 | 200 |     299.292µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:21.540249421Z [GIN] 2026/09/07 - 13:09:21 | 200 |    1.381834ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:31.608877509Z [GIN] 2026/09/07 - 13:09:31 | 200 |      99.958µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:31.609787717Z [GIN] 2026/09/07 - 13:09:31 | 200 |     633.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:41.764722583Z [GIN] 2026/09/07 - 13:09:41 | 200 |     190.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:41.766664083Z [GIN] 2026/09/07 - 13:09:41 | 200 |     752.417µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:51.843483046Z [GIN] 2026/09/07 - 13:09:51 | 200 |     247.667µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:09:51.844758338Z [GIN] 2026/09/07 - 13:09:51 | 200 |     809.334µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:55.521057215Z [GIN] 2026/09/07 - 13:09:55 | 200 |     236.625µs |      172.18.0.4 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:09:56.464762048Z time=2026-09-07T13:09:56.463Z level=INFO source=sched.go:1158 msg="disabling mmap for llama-server load by default" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf reason=cpu
ollama-1  | 2026-09-07T13:09:56.464895840Z time=2026-09-07T13:09:56.464Z level=INFO source=server.go:109 msg="using llama-server for model" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf
ollama-1  | 2026-09-07T13:09:56.467764298Z time=2026-09-07T13:09:56.467Z level=INFO source=llama_server.go:425 msg="starting llama-server" cmd="/usr/lib/ollama/llama-server --model /root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf --port 35107 --host 127.0.0.1 --no-webui --offline -c 4096 -np 1 --log-verbosity 4 --no-log-prefix --no-log-timestamps --no-jinja --chat-template chatml --no-mmap --flash-attn auto -b 512 -ub 512 --context-shift --keep 4"
ollama-1  | 2026-09-07T13:09:56.469384757Z time=2026-09-07T13:09:56.469Z level=INFO source=sched.go:623 msg="system memory" total="9.7 GiB" free="7.8 GiB" free_swap="1024.0 MiB"
ollama-1  | 2026-09-07T13:09:56.469393340Z time=2026-09-07T13:09:56.469Z level=INFO source=llama_server.go:960 msg="loading model via llama-server" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf
ollama-1  | 2026-09-07T13:09:56.469514965Z time=2026-09-07T13:09:56.469Z level=INFO source=llama_server.go:1207 msg="waiting for llama-server to start responding"
ollama-1  | 2026-09-07T13:09:56.469880590Z time=2026-09-07T13:09:56.469Z level=INFO source=llama_server.go:1262 msg="waiting for llama-server to become available" status="llm server not responding"
